Date,CTRA
2020-05-07,15.302168846130371
2020-05-08,15.708076477050781
2020-05-11,14.81966495513916
2020-05-12,14.551609992980957
2020-05-13,14.451519966125488
2020-05-14,14.359127044677734
2020-05-15,14.051158905029297
2020-05-18,14.220542907714844
2020-05-19,14.020360946655273
2020-05-20,14.559306144714355
2020-05-21,14.343728065490723
2020-05-22,14.551609992980957
2020-05-26,14.990467071533203
2020-05-27,15.652606964111328
2020-05-28,14.874975204467773
2020-05-29,15.275341987609863
2020-06-01,15.26763916015625
2020-06-02,15.560213088989258
2020-06-03,15.668004035949707
2020-06-04,15.383132934570312
2020-06-05,15.721898078918457
2020-06-08,17.22325897216797
2020-06-09,16.884490966796875
2020-06-10,15.5833101272583
2020-06-11,15.506319999694824
2020-06-12,15.45242691040039
2020-06-15,14.936576843261719
2020-06-16,14.867279052734375
2020-06-17,14.543911933898926
2020-06-18,14.451519966125488
2020-06-19,14.389925956726074
2020-06-22,13.91257095336914
2020-06-23,13.989561080932617
2020-06-24,13.79708194732666
2020-06-25,13.21963882446289
2020-06-26,12.757680892944336
2020-06-29,13.1349458694458
2020-06-30,13.227336883544922
2020-07-01,13.088750839233398
2020-07-02,13.658491134643555
2020-07-06,13.79708194732666
2020-07-07,13.920273780822754
2020-07-08,13.512207984924316
2020-07-09,13.11185073852539
2020-07-10,13.550707817077637
2020-07-13,13.15034294128418
2020-07-14,13.427515029907227
2020-07-15,13.74318790435791
2020-07-16,13.635395050048828
2020-07-17,13.812479972839355
2020-07-20,13.735488891601562
2020-07-21,14.266738891601562
2020-07-22,14.228241920471191
2020-07-23,14.774888038635254
2020-07-24,14.65939998626709
2020-07-27,13.835577964782715
2020-07-28,14.06655502319336
2020-07-29,14.228241920471191
2020-07-30,13.966466903686523
2020-07-31,14.397624015808105
2020-08-03,14.720993995666504
2020-08-04,15.113656044006348
2020-08-05,15.105956077575684
2020-08-06,15.26763916015625
2020-08-07,15.85278606414795
2020-08-10,15.845084190368652
2020-08-11,15.190646171569824
2020-08-12,15.329944610595703
2020-08-13,14.973973274230957
2020-08-14,15.507926940917969
2020-08-17,15.600786209106445
2020-08-18,15.391846656799316
