Date,SYK
2013-07-29,60.85443115234375
2013-07-30,60.914981842041016
2013-07-31,60.9495849609375
2013-08-01,61.606990814208984
2013-08-02,61.6502571105957
2013-08-05,61.58969497680664
2013-08-06,61.390743255615234
2013-08-07,61.23505783081055
2013-08-08,61.330196380615234
2013-08-09,61.425331115722656
2013-08-12,61.2090950012207
2013-08-13,61.312889099121094
2013-08-14,60.923641204833984
2013-08-15,59.608795166015625
2013-08-16,58.79566955566406
2013-08-19,58.873512268066406
2013-08-20,59.03787612915039
2013-08-21,58.761070251464844
2013-08-22,59.496341705322266
2013-08-23,59.07248306274414
2013-08-26,59.15032196044922
2013-08-27,58.02580261230469
2013-08-28,57.645179748535156
2013-08-29,57.87876510620117
2013-08-30,57.8614501953125
