Date,BEN
2013-08-28,27.6633243560791
2013-08-29,28.23188018798828
2013-08-30,28.21964454650879
2013-09-03,28.50086212158203
2013-09-04,28.696487426757812
2013-09-05,28.207420349121094
2013-09-06,28.80042266845703
2013-09-09,28.794301986694336
2013-09-10,29.197784423828125
2013-09-11,29.527923583984375
2013-09-12,29.4667911529541
2013-09-13,29.68075180053711
2013-09-16,30.6833553314209
2013-09-17,30.897336959838867
2013-09-18,32.19950485229492
2013-09-19,32.034420013427734
2013-09-20,31.600379943847656
2013-09-23,31.062395095825195
2013-09-24,30.99514389038086
2013-09-25,30.83618927001953
2013-09-26,31.215980529785156
2013-09-27,31.130231857299805
2013-09-30,30.9648380279541
2013-10-01,31.148595809936523
2013-10-02,31.191486358642578
2013-10-03,31.215980529785156
2013-10-04,31.65089988708496
2013-10-07,31.130231857299805
2013-10-08,30.333906173706055
2013-10-09,30.64629554748535
2013-10-10,31.332374572753906
2013-10-11,31.4058780670166
2013-10-14,31.51613998413086
2013-10-15,31.3078670501709
2013-10-16,31.981679916381836
2013-10-17,32.778011322021484
2013-10-18,32.98627853393555
2013-10-21,32.98627853393555
2013-10-22,33.176170349121094
2013-10-23,33.255802154541016
2013-10-24,33.372188568115234
2013-10-25,33.38444137573242
2013-10-28,33.32929992675781
2013-10-29,33.494712829589844
2013-10-30,33.22517776489258
2013-10-31,32.992393493652344
2013-11-01,33.06591033935547
2013-11-04,32.94951629638672
2013-11-05,32.11030960083008
2013-11-06,32.514610290527344
2013-11-07,31.828542709350586
2013-11-08,32.018436431884766
2013-11-11,31.779541015625
2013-11-12,32.28797912597656
2013-11-13,32.74738693237305
2013-11-14,33.243560791015625
2013-11-15,33.17005157470703
2013-11-18,32.9617805480957
2013-11-19,32.94951629638672
2013-11-20,32.820892333984375
2013-11-21,33.396697998046875
2013-11-22,34.08888626098633
2013-11-25,33.9479866027832
2013-11-26,33.770355224609375
2013-11-27,33.97862243652344
2013-11-29,33.92962646484375
2013-12-02,34.00312805175781
2013-12-03,33.61722183227539
