Date,APH
2016-02-11,11.171784400939941
2016-02-12,11.292598724365234
2016-02-16,11.563857078552246
2016-02-17,11.85791015625
2016-02-18,11.87614631652832
2016-02-19,11.87614631652832
2016-02-22,11.967330932617188
2016-02-23,11.887550354003906
2016-02-24,11.951373100280762
2016-02-25,12.017477035522461
2016-02-26,12.067623138427734
2016-02-29,12.097261428833008
2016-03-01,12.505288124084473
2016-03-02,12.580512046813965
2016-03-03,12.726397514343262
2016-03-04,12.81074333190918
2016-03-07,12.931553840637207
2016-03-08,12.692209243774414
2016-03-09,12.715001106262207
2016-03-10,12.632939338684082
2016-03-11,12.83632755279541
2016-03-14,12.722064018249512
2016-03-15,12.687787055969238
2016-03-16,12.89117431640625
2016-03-17,13.051142692565918
2016-03-18,13.172262191772461
2016-03-21,13.069426536560059
2016-03-22,13.087712287902832
2016-03-23,12.994013786315918
2016-03-24,13.064854621887207
2016-03-28,13.07628059387207
2016-03-29,13.206542015075684
2016-03-30,13.18825912475586
2016-03-31,13.213394165039062
2016-04-01,13.36422348022461
2016-04-04,13.304807662963867
2016-04-05,13.302521705627441
2016-04-06,13.345943450927734
2016-04-07,13.204255104064941
2016-04-08,13.339083671569824
2016-04-11,13.352794647216797
2016-04-12,13.318519592285156
2016-04-13,13.494484901428223
2016-04-14,13.430498123168945
2016-04-15,13.423640251159668
2016-04-18,13.368795394897461
2016-04-19,13.3253755569458
2016-04-20,13.215682029724121
2016-04-21,12.98944091796875
2016-04-22,13.016865730285645
2016-04-25,12.968873977661133
2016-04-26,13.03514575958252
2016-04-27,13.028286933898926
2016-04-28,12.89117431640625
2016-04-29,12.75862979888916
2016-05-02,12.856895446777344
2016-05-03,12.73806095123291
2016-05-04,12.655793190002441
2016-05-05,12.71749210357666
2016-05-06,12.765485763549805
2016-05-09,12.83632755279541
2016-05-10,12.904887199401855
2016-05-11,12.83632755279541
2016-05-12,12.7517728805542
2016-05-13,12.587237358093262
2016-05-16,12.7152099609375
2016-05-17,12.664932250976562
2016-05-18,12.719779014587402
2016-05-19,12.642078399658203
2016-05-20,12.806619644165039
2016-05-23,12.882033348083496
2016-05-24,13.167689323425293
2016-05-25,13.176833152770996
2016-05-26,13.25224494934082
2016-05-27,13.288811683654785
2016-05-31,13.419071197509766
2016-06-01,13.4396390914917
2016-06-02,13.50362777709961
2016-06-03,13.542471885681152
2016-06-06,13.576756477355957
2016-06-07,13.638455390930176
2016-06-08,13.736722946166992
2016-06-09,13.707013130187988
2016-06-10,13.62226390838623
2016-06-13,13.434431076049805
2016-06-14,13.41381549835205
2016-06-15,13.402365684509277
2016-06-16,13.356550216674805
2016-06-17,13.253472328186035
2016-06-20,13.345094680786133
2016-06-21,13.349678039550781
2016-06-22,13.333643913269043
2016-06-23,13.63829517364502
2016-06-24,13.113743782043457
2016-06-27,12.717467308044434
2016-06-28,12.790769577026367
2016-06-29,12.914463996887207
2016-06-30,13.132068634033203
2016-07-01,13.113743782043457
2016-07-05,12.820548057556152
2016-07-06,12.836579322814941
2016-07-07,12.852616310119629
2016-07-08,13.138941764831543
2016-07-11,13.187043190002441
2016-07-12,13.219110488891602
2016-07-13,13.285538673400879
2016-07-14,13.37716293334961
2016-07-15,13.535218238830566
2016-07-18,13.532929420471191
2016-07-19,13.41381549835205
2016-07-20,13.555832862854004
2016-07-21,13.56957721710205
2016-07-22,13.510021209716797
2016-07-25,13.434431076049805
2016-07-26,13.606226921081543
2016-07-27,13.544378280639648
2016-07-28,13.55354118347168
2016-07-29,13.633713722229004
2016-08-01,13.61767864227295
2016-08-02,13.45046615600586
2016-08-03,13.52147388458252
2016-08-04,13.56041431427002
2016-08-05,13.725339889526367
2016-08-08,13.720758438110352
2016-08-09,13.778021812438965
2016-08-10,13.76885986328125
2016-08-11,13.830708503723145
2016-08-12,13.83528995513916
2016-08-15,13.862772941589355
2016-08-16,13.707013130187988
2016-08-17,13.73449993133545
2016-08-18,13.860483169555664
2016-08-19,14.016244888305664
2016-08-22,14.08725357055664
2016-08-23,14.082672119140625
2016-08-24,14.071220397949219
2016-08-25,14.073512077331543
2016-08-26,14.089546203613281
2016-08-29,14.220112800598145
